Purchase Date,ProductID,CustomerCode,Order ID,Units Sold,Revenue,Cost of Goods Sold
12/11/2020,6,MHaney,0-448-45691-5,994,2274,7817
23/11/2022,8,DSpencer,0-442-83677-5,572,2534,2095
7/12/2020,5,JSwanson,1-62936-592-0,149,8430,4992
2/06/2021,9,SMiller,1-4774-5646-5,905,8846,684
18/02/2023,8,SJohnson,1-165-93561-9,321,3527,1219
25/07/2020,2,MWatson,0-626-00908-1,404,6103,1842
8/03/2022,6,AWinters,0-207-97669-4,724,9565,7748
15/09/2022,2,JDiaz,1-4013-7187-6,333,6365,6061
16/12/2020,2,BMills,0-8474-2924-5,672,1453,4949
25/10/2020,3,ETaylor,0-377-54175-3,763,4906,6589
15/04/2022,2,AVillarreal,0-8368-2584-5,786,8531,4901
5/05/2021,7,JGonzalez,0-363-95873-8,258,9822,980
31/12/2020,6,DAlvarez,1-4069-7808-6,603,3188,4393
29/12/2021,8,CFields,1-82676-870-X,515,3946,2442
1/01/2021,3,ZRobinson,0-7631-9937-0,988,7722,1774
9/06/2020,1,TRios,1-199-20388-2,422,8256,1653
10/04/2021,6,AEverett,0-282-90828-5,217,4055,2226
2/05/2020,1,MLoriHughesDVM,0-290-54817-9,264,1263,5472
20/06/2022,2,CBaker,0-522-45340-6,823,4479,2771
15/06/2021,4,JMunoz,0-04-373856-7,329,3110,2868
9/11/2021,7,MClark,1-881117-23-5,225,1590,2063
13/01/2022,7,AHarris,1-71857-655-2,858,6073,2349
7/12/2022,3,JKellerDVM,1-04-551387-3,657,8168,4527
25/05/2020,9,DMorgan,0-9912692-1-7,106,4348,2125
6/06/2020,9,AJones,1-4575-1274-2,945,1670,3138
30/04/2021,8,JEllis,1-947923-53-6,878,7167,1967
29/05/2023,7,AWilkins,1-4610-8426-1,486,3853,7077
24/07/2022,5,RBaxter,0-88307-314-5,904,1158,1539
17/02/2022,2,KBurns,0-7193-7646-7,727,7138,2481
21/06/2021,10,MPatriciaMelendez,0-18-700950-3,745,3514,4308
9/10/2022,9,MDay,0-414-80467-8,118,1775,6630
20/11/2021,6,SMitchell,1-5471-7378-5,691,1745,7807
12/05/2023,4,EBerry,0-418-98088-8,944,3946,4581
14/01/2020,9,KSanford,1-178-18790-X,391,9310,1099
3/08/2021,6,MTerrell,1-65413-636-0,238,5955,2356
22/08/2020,7,JMendez,1-114-23214-9,343,1583,5518
25/09/2022,10,NSanchez,0-06-580389-2,797,7570,1589
24/03/2023,2,MKellyLindsey,0-669-70253-6,531,9712,6463
21/03/2020,3,LHurst,0-15-224382-8,271,6728,5089
2/12/2021,7,AMoore,1-68212-861-X,632,2343,2069
26/10/2020,8,TMills,0-311-23665-0,437,6310,4927
20/02/2021,9,KGarcia,0-386-88189-8,129,7009,5014
17/10/2020,3,MAshleyWellsDDS,1-78947-018-8,217,8116,5231
27/04/2023,10,KRoberts,1-72894-046-X,469,4930,971
7/07/2022,4,SWilliams,1-4350-3645-X,437,2238,1359
14/06/2021,10,DMartinez,0-373-92233-7,171,8229,756
23/04/2021,9,CHuber,1-4226-5752-3,373,7870,546
21/08/2022,9,AEspinoza,0-88589-270-4,251,5835,2825
15/04/2021,6,CRivera,1-4856-7242-2,912,4789,7958
13/11/2022,10,KHarris,1-303-80983-4,774,6537,2606
21/11/2021,3,SSmith,0-15-691497-2,916,6331,2104
21/01/2020,6,SJames,0-9579668-5-7,992,9645,5032
15/06/2023,5,JReid,0-315-73422-1,880,6501,4426
2/01/2023,7,ARoss,0-211-27317-1,676,3825,500
1/06/2023,7,TMills,0-902913-97-2,328,5786,5840
7/09/2021,1,DLawson,1-173-15246-6,378,5631,5229
18/05/2021,2,TTrujillo,1-4631-0888-5,304,3298,4522
8/08/2022,4,MLarsen,0-322-11101-3,148,7216,6697
25/07/2021,1,KRodriguez,0-16-755970-2,844,1806,1487
26/04/2020,7,JArellano,1-4535-6369-5,983,1301,5100
7/09/2021,9,MPatterson,1-162-83608-3,940,5110,2443
21/04/2020,5,AShannon,1-237-21565-X,154,5805,4216
16/01/2022,5,MZimmerman,0-366-34549-4,936,1647,2331
13/01/2020,9,JBell,1-963089-21-9,755,2610,3845
31/01/2020,4,KMartinez,0-582-31441-0,119,3378,2758
4/01/2020,5,KLang,1-79760-682-4,509,2771,591
17/03/2020,6,AChristian,1-4222-2287-X,720,7934,4075
5/01/2021,9,MBoyer,0-08-965106-5,891,1323,2304
15/07/2023,9,SHall,0-11-063260-5,409,8760,3273
26/07/2021,8,ARodriguez,0-8320-7911-1,855,6439,1898
6/10/2022,7,ABarrett,0-445-49277-5,300,9227,5117
14/04/2021,4,TFord,1-00-934171-5,579,5705,4055
16/02/2023,7,TNelson,1-279-21139-3,594,9285,7514
13/01/2023,8,DAlexander,0-7498-6866-X,943,8344,3510
26/06/2023,10,SMurphy,0-290-37857-5,742,8089,6454
16/07/2022,10,DAlexander,0-364-64214-9,951,9654,1986
27/01/2023,9,JButler,1-75960-455-0,525,5096,2942
23/02/2022,10,MJackson,0-7128-3554-7,287,9820,6776
15/03/2020,6,JGarza,0-369-45165-1,667,8718,4837
11/02/2020,5,RWelch,0-220-43219-8,452,7961,864
20/07/2023,4,JJuarez,0-7782-1815-5,456,1682,3839
23/08/2021,5,RClayton,1-64338-984-X,259,5280,1480
19/07/2021,8,JThompson,1-7384655-9-4,322,6119,3332
27/07/2020,9,AMiller,1-78834-214-3,842,4421,4124
3/04/2022,9,MAmandaFuller,1-370-72406-3,611,6270,6703
26/11/2021,6,SCarpenter,0-7765-6562-1,752,4812,723
6/02/2022,4,IMaxwell,0-420-29177-6,567,4816,2059
19/02/2023,8,KWhite,1-75592-091-1,667,6375,2946
21/01/2023,9,ABrown,0-09-256126-8,950,7444,6163
25/08/2021,2,KEdwards,1-80324-623-5,849,8122,5828
16/01/2023,1,DRamsey,1-239-29478-6,466,8277,1929
12/10/2020,7,SGoodman,0-433-41456-1,710,2972,4591
28/01/2022,4,EWagner,1-06-299743-3,845,2520,4655
20/08/2020,5,MMeyers,0-09-418661-8,718,3655,2699
9/04/2022,8,PAnthony,0-05-263857-X,117,7725,721
3/07/2023,8,TMason,0-8345-3084-8,727,1086,3662
8/08/2020,1,NWilson,1-376-96361-2,214,7935,2664
17/08/2020,5,BRichardson,1-210-38858-8,140,2192,1732
13/03/2022,1,NSmith,1-5343-7734-4,145,8328,3266
23/05/2021,9,SCarroll,0-06-029554-6,934,7169,4250
7/01/2022,6,CGuerra,0-8182-8471-4,560,1862,2335
21/08/2021,8,JOsborn,0-387-57349-6,516,7326,4625
23/04/2020,1,LGregory,0-245-23827-1,958,1552,3200
26/09/2022,9,EPerez,1-121-02316-9,404,3832,5521
1/05/2020,8,ETorres,1-4380-2752-4,539,4111,7321
12/10/2020,3,RGilmore,0-13-937631-3,107,5586,4532
17/04/2022,2,CStewart,0-243-03475-X,565,4707,1860
8/03/2020,10,ABarker,1-288-40572-3,422,2476,6435
15/02/2021,8,JJones,1-131-21661-X,550,4954,6465
15/07/2020,1,KMurphy,1-59866-011-X,219,3187,876
25/06/2021,8,BShea,0-548-01073-0,950,9830,1915
11/09/2022,3,DSuarez,1-4287-5587-X,816,9653,1057
31/05/2022,8,SMorgan,0-368-47096-2,825,2088,3031
23/01/2021,9,AOliver,0-668-84284-9,704,5319,2574
15/02/2023,8,LMartin,0-11-643418-X,442,8869,7848
8/04/2021,9,MHopkinsJr.,1-80890-652-7,400,5755,2533
17/04/2021,6,BBrown,1-4973-8021-9,526,7295,749
2/11/2022,5,DCastillo,0-09-740047-5,757,5583,5554
28/01/2020,8,SFlynn,0-11-364939-8,775,2841,3288
8/08/2021,1,AMiles,1-64639-219-1,978,4406,5564
16/07/2022,10,BColeman,0-8368-5770-4,533,1345,6763
28/02/2023,9,KMitchell,1-272-06769-6,844,1943,2809
9/07/2021,5,RGonzales,1-74852-951-X,745,2589,7144
29/09/2022,3,AJones,0-608-03245-X,407,1190,5864
29/07/2021,4,TRodriguez,1-55441-338-9,572,6577,4609
12/08/2020,10,DHarris,0-398-59487-2,377,7640,1406
21/03/2021,2,MSpencer,1-4768-9785-9,140,8410,7988
26/10/2022,2,ABennett,1-08-990449-5,882,9192,4270
11/11/2022,4,MArias,1-86272-808-9,301,5233,1710
20/02/2022,9,MCampbell,1-4657-3263-2,522,4163,2932
1/11/2020,4,KJordan,1-04-535046-X,152,8856,2927
22/07/2021,10,MSolis,1-08-445500-5,281,9915,7512
26/12/2020,10,JGay,1-285-44160-5,325,9730,3333
24/01/2020,2,ESchmidt,0-8202-5040-6,217,8001,2974
17/11/2020,10,VRangel,1-4492-8660-7,853,2036,7874
5/02/2023,7,RSmith,0-7902-3098-4,845,8742,5416
16/02/2023,10,SNorman,1-80761-310-0,133,2870,3748
14/10/2020,2,JDuffy,1-02-523434-0,469,7868,7001
22/06/2022,10,EWhite,0-8218-1298-X,525,1877,4316
5/02/2022,5,JNewton,1-60458-857-8,991,7689,2104
17/02/2020,10,IKerr,0-917598-48-2,637,1513,1748
25/07/2023,3,RWilliams,0-569-13784-5,216,9167,3907
12/08/2020,9,JSimmons,1-342-13412-5,313,1676,4235
8/04/2022,1,RCampbell,1-5334-4384-X,185,6510,5633
22/08/2020,1,EVang,1-00-185187-0,690,9383,6204
24/04/2023,4,JPeterson,0-591-41585-2,611,7128,6494
25/12/2021,8,TAnderson,0-275-03861-0,738,2484,5623
28/11/2022,1,EDuncan,1-65945-291-0,200,4596,2423
28/05/2021,7,MWalker,0-519-32323-8,588,3232,6849
16/11/2021,1,IWatkins,1-281-79078-8,591,9227,2711
11/09/2022,2,AHarris,1-76340-530-3,336,9154,1251
20/01/2023,6,JRobinson,0-514-87383-3,100,5282,4599
23/03/2022,9,WBurke,1-4425-5184-4,967,7031,505
22/11/2022,8,JWest,0-11-971235-0,270,7441,1239
17/05/2021,3,PFrank,1-07-901615-5,935,8661,1349
29/10/2021,2,CRussell,1-988134-41-2,624,9553,7755
30/01/2020,7,BYoung,0-500-31172-2,395,3829,1515
1/07/2023,3,VAllen,0-00-098049-8,295,6098,1126
9/01/2022,3,WGriffinMD,0-395-24170-7,104,6933,7105
6/03/2020,9,LWright,0-8123-7430-4,361,9182,1205
19/02/2020,10,CGriffith,1-76724-950-0,624,1226,2720
15/02/2023,1,JSnyder,0-406-83795-3,187,7392,5103
20/01/2020,5,BCruz,1-117-20855-9,457,2522,1152
20/10/2022,1,JLane,1-4225-5974-2,746,7364,6070
20/03/2023,2,NLester,1-147-06561-6,574,7134,5897
15/08/2022,6,RLewis,1-63853-019-X,205,1422,4574
13/06/2020,1,MTaylor,0-9789329-7-8,303,1742,5218
2/09/2020,1,SCross,1-66185-926-7,439,5212,1549
21/01/2023,6,CTerry,0-442-75054-4,433,4294,7984
18/02/2022,3,JRobinson,0-7182-5548-8,355,1569,4105
21/09/2021,10,JPalmer,1-04-400674-9,234,7739,7459
13/12/2022,1,LLiu,1-4742-5591-4,261,8743,2960
20/05/2020,7,RTorres,1-320-51541-X,891,8732,2080
21/06/2021,4,HRogers,0-262-37355-6,824,7787,3345
11/07/2023,1,MFields,1-07-435904-6,683,6812,5736
5/04/2021,5,RHale,0-288-50753-3,676,8496,540
30/06/2022,8,BValdez,0-623-44912-9,557,6794,2850
13/12/2021,5,JHolder,1-5410-7265-0,409,8226,4437
11/07/2022,5,TNelson,1-56776-126-7,372,1562,2745
5/05/2023,9,EThompson,1-01-980313-4,128,1810,4491
28/06/2021,9,DMorganWalkerDVM,1-4264-0935-4,346,4168,996
4/12/2020,5,CPerez,0-7616-2032-X,593,9140,1226
10/09/2022,6,PReyes,1-68487-965-5,702,3250,2650
23/05/2020,6,SHester,1-222-55226-4,571,3835,3171
11/02/2022,9,JMitchell,0-493-43397-X,890,5085,3521
7/12/2022,5,LWhite,0-00-642199-7,540,1964,5605
2/12/2022,3,ARichardson,0-87705-901-2,339,3849,4234
29/07/2020,8,HAndrade,0-06-186526-5,882,6171,1694
16/01/2022,5,JPotter,1-74127-955-0,858,4636,2662
26/12/2021,10,GBrewer,0-9790630-6-X,483,7226,5951
19/06/2022,3,CCunningham,1-353-00186-5,586,1399,2723
6/02/2022,1,MPope,0-543-94032-2,680,5589,7385
12/04/2023,3,BNovak,0-656-22392-8,539,1556,4849
30/06/2023,6,JCampbell,0-7022-1365-9,943,6744,7394
13/05/2020,10,MAguirre,0-477-76184-4,819,1539,7244
13/06/2021,7,KFord,0-265-31086-5,355,3783,3805
16/10/2020,10,BMiller,1-5162-2661-5,208,5103,6235
19/08/2020,8,NPace,1-66081-435-9,502,8492,2966
5/10/2022,3,LMiller,0-87303-880-0,367,1652,6015
23/04/2021,6,JGrant,0-09-171196-7,369,3428,7720
24/08/2022,5,JJacobs,0-691-61637-X,701,9191,1046
25/07/2022,8,PHall,0-9620448-4-9,450,2817,6965
31/05/2021,1,APatel,1-57793-930-1,133,4930,6411
23/07/2022,8,SHogan,0-08-890475-X,710,7326,3330
2/06/2020,1,BHoward,0-920017-77-0,745,2802,7081
5/06/2022,1,CAllen,0-8263-1889-4,705,5876,6118
18/08/2021,7,SLopez,0-09-101130-2,989,2724,2820
27/06/2023,3,CChoi,0-260-45534-2,195,7076,3145
15/06/2020,5,AVargas,0-18-011096-9,856,7589,3902
7/01/2023,3,RStewart,0-469-91104-2,324,2933,2476
5/09/2020,4,KThompson,0-10-295083-0,684,3429,3888
2/10/2021,8,BOneal,0-89120-835-6,296,8589,6691
15/05/2020,8,DPhillips,1-887483-20-9,274,7633,5580
31/08/2020,8,BEvans,1-895679-58-3,570,3137,6272
1/11/2020,3,HMorrison,1-59213-017-8,970,4406,6253
27/05/2022,7,JMccormick,1-05-846812-X,412,1418,1152
10/08/2020,1,DDavis,1-57773-906-X,980,8991,3777
1/06/2023,5,AHood,1-250-56085-3,365,3974,1918
4/09/2020,10,PMata,1-169-65318-9,757,1919,7418
15/04/2022,3,JMcneil,0-925497-91-6,636,5677,5698
8/02/2021,4,RYorkIII,1-135-23323-3,998,4625,2805
31/01/2020,9,GMorris,0-643-75260-9,702,2592,6180
12/03/2021,1,JBailey,0-200-82751-0,645,6880,983
3/11/2022,4,KRobinson,0-569-69246-6,235,9607,4475
14/05/2020,3,CClark,0-04-515536-4,470,4611,517
4/09/2020,9,JDaniels,1-69372-962-8,849,2273,2907
16/05/2020,6,MWalter,0-590-26078-2,494,7488,537
19/10/2022,2,JBishop,0-14-561303-8,390,2996,6893
28/05/2021,8,EWilliams,0-596-47068-1,257,7326,3405
4/09/2022,6,BBennett,0-7422-8003-9,241,7651,7137
15/10/2022,4,KEvans,1-67116-258-7,158,6973,3400
13/02/2021,9,TBailey,1-4274-4912-0,792,5294,1554
3/03/2023,5,KWallace,0-338-54483-6,939,4377,3879
26/06/2022,10,CStevenson,1-4919-8163-6,876,5099,7362
4/09/2020,6,JLopezDVM,0-305-09757-1,541,3779,3852
5/10/2021,10,TJohnson,0-8031-6524-2,394,7073,1624
4/01/2020,1,LPittman,0-8075-6101-0,889,8250,2363
25/03/2021,2,AHale,0-00-855132-4,976,6838,4140
22/04/2021,10,JBurnett,0-582-33699-6,383,5855,4364
6/05/2021,2,NLucas,0-8017-1661-6,790,2137,1047
21/05/2022,1,KCox,1-203-95371-2,863,5312,2098
2/11/2022,10,MPowell,0-87166-169-1,469,4590,6739
10/03/2023,7,LBenton,1-140-05793-6,362,4707,2217
25/03/2020,5,TKing,0-00-206135-X,827,9775,4202
19/08/2020,2,LChavez,0-306-38575-9,162,9986,4890
8/10/2022,4,TThomas,1-71710-473-8,371,3427,4722
15/06/2023,2,AValencia,0-440-07711-7,597,4613,6158
6/03/2020,9,CWhite,0-650-65762-4,323,4542,3538
17/08/2021,1,CTorres,1-70798-064-0,989,8245,4799
16/02/2020,9,LMason,0-498-97842-7,658,1453,7294
31/01/2021,2,TPerry,1-02-460839-5,168,2598,1447
17/06/2020,10,MBlack,0-7730-7446-5,630,1393,6709
31/08/2021,6,KHarvey,0-05-665494-4,369,8001,4233
4/03/2020,5,DWade,1-246-86112-7,963,8335,2059
10/02/2022,3,AWilson,1-4589-7955-5,104,4301,3107
30/11/2022,1,KShaffer,1-132-16893-7,676,5747,1409
5/02/2023,8,RWilliams,1-4436-2374-1,354,1617,6399
7/07/2023,4,ARomero,0-01-967506-2,358,9786,4524
17/11/2022,8,CMccoy,1-67772-942-2,900,9251,5530
22/06/2021,6,RWright,1-00-822064-7,777,1532,2299
7/01/2021,8,TMaldonado,1-03-392639-6,708,3421,6021
12/10/2020,6,TVega,0-457-33051-1,354,5239,6955
28/12/2020,1,LDominguez,0-579-52114-1,443,5924,2887
21/06/2021,6,DBrown,0-513-42619-1,295,1265,7113
21/04/2022,3,RPowell,1-60395-413-9,886,9495,7529
16/03/2023,10,CMartin,0-332-42798-6,511,8511,5326
2/04/2021,10,KRodriguez,1-86100-147-9,649,1157,5825
6/11/2022,6,JFord,0-8343-2033-9,972,6986,5658
1/03/2022,8,DCarr,1-00-411965-8,425,4107,4305
31/01/2020,3,RKramer,1-899706-14-3,946,4928,1503
30/07/2020,3,NJohnson,0-16-249390-8,132,8249,6988
4/10/2021,7,SBuchanan,0-918936-59-4,847,5500,7496
9/01/2020,7,DHunter,1-107-84636-6,388,6750,7796
31/05/2022,2,RWatson,1-280-11143-7,248,4696,3522
4/01/2022,6,EDavenport,0-13-864563-9,331,4331,7192
21/03/2020,4,THarris,0-610-62867-4,298,8262,6692
30/03/2020,5,LRichards,0-696-37810-8,414,6714,5633
7/06/2023,9,CLong,0-942630-94-7,449,5540,3581
25/12/2022,2,WMorris,0-9505692-9-1,515,2512,3563
25/02/2021,8,LRoberts,0-544-90960-7,238,5027,4017
17/02/2021,3,JMckinney,1-109-29095-0,827,3185,4481
23/04/2023,8,AFord,0-7354-0785-1,813,7066,4883
22/10/2021,1,AJackson,1-76935-700-9,155,6789,4713
18/07/2023,8,MEsparza,1-110-64598-8,442,7265,6065
14/11/2022,8,RThompson,1-65582-721-9,247,5253,6645
10/05/2020,4,PRodriguez,1-04-231345-8,689,4323,4150
26/07/2022,8,PNichols,1-59375-101-X,143,5005,4380
21/07/2023,4,PNelson,1-78657-822-0,420,6472,7868
22/06/2022,2,NMckee,0-323-75089-3,431,5327,5715
6/08/2021,9,PTrevino,0-214-57580-2,221,2394,1175
16/03/2022,10,TThornton,0-585-54799-8,270,6465,6221
25/01/2022,10,DOconnor,1-65719-332-2,470,1528,6127
1/01/2020,9,CBennett,0-7714-1025-5,822,3989,2381
29/03/2022,9,TScott,1-68222-282-9,966,9841,7252
15/03/2021,7,RVasquezIV,1-77602-418-4,984,1581,2867
22/12/2020,5,JMitchell,0-7331-4764-X,964,3612,7825
6/05/2023,6,MWelch,1-09-983556-9,621,6305,5175
6/10/2021,5,RFerguson,0-06-073151-6,811,6716,3295
10/12/2022,9,SNeal,1-232-61910-8,231,5887,3796
30/07/2020,10,MDixon,1-5465-7244-9,818,4170,4525
28/12/2022,9,RTorres,1-74684-584-8,408,4299,5097
5/05/2022,1,CClark,1-873890-97-4,811,2735,4048
21/12/2022,10,JJohnson,0-7409-5104-1,299,3312,6417
13/06/2022,7,JIngram,0-7700-8289-0,198,1355,2381
22/09/2022,7,MThompson,1-5218-2498-3,720,9738,3261
3/04/2020,3,JSanchez,1-4443-1221-9,397,4142,3052
23/01/2021,2,DLester,0-8018-7176-X,588,1788,4158
12/03/2023,2,CDecker,0-9619588-4-7,151,9458,545
7/07/2021,8,DShea,1-156-08952-2,192,3223,3351
11/04/2022,5,ADavenport,1-65086-530-9,344,5336,6972
8/03/2020,7,JJoseph,1-83638-523-4,131,5606,4434
19/04/2021,9,DSimpson,1-383-67286-5,497,5682,7532
23/12/2021,1,EEllis,0-18-794782-1,965,5828,3948
16/07/2023,4,LTurner,1-101-98346-9,327,5145,3480
25/02/2022,3,LLee,1-269-60538-0,627,8771,771
16/05/2022,7,HChavez,1-268-37821-6,484,5654,3030
21/03/2020,6,LWells,0-87139-729-3,666,2120,2481
6/09/2020,5,RSims,1-109-67156-3,804,4490,2084
12/04/2022,4,ABerry,0-7738-3924-0,744,6380,1894
7/09/2020,8,MJones,0-9795988-0-X,779,8920,5964
8/05/2023,8,KMartinez,0-234-14220-0,627,7729,4806
9/09/2020,9,MTaylor,1-998019-84-5,147,9086,7231
9/02/2023,1,VWalker,0-8411-0300-3,407,9402,7444
11/03/2020,1,MMurphy,1-128-44342-2,999,8530,7126
1/08/2020,7,NDavenport,1-988805-03-1,960,3952,4532
2/06/2020,6,MPatterson,0-7639-8056-0,803,5575,3356
30/07/2020,8,JOrtiz,0-09-520970-0,761,4528,1711
21/08/2021,4,AFord,0-203-88108-7,752,9939,5460
20/02/2020,2,SJohnson,0-366-97946-9,542,3437,7310
13/11/2021,9,DGarrett,1-9822-1847-9,581,1519,2728
2/04/2023,1,KGoodman,1-205-71476-6,591,7443,4055
28/06/2022,7,KAllen,0-946775-23-0,897,1525,4439
21/07/2022,4,DRobinson,1-169-46307-X,205,9451,2442
23/02/2022,1,MThomasSolis,1-202-00590-X,488,3758,7964
22/07/2023,9,CGutierrez,0-7251-3665-0,988,9746,5741
25/02/2023,5,PMiller,1-62970-214-5,665,8358,6687
11/01/2021,3,WWilson,1-76209-602-1,119,9196,2049
11/08/2021,2,WRoberts,1-5423-3027-0,350,8692,1318
30/04/2023,4,MHowe,1-85264-654-3,218,4791,4959
12/09/2021,9,ETaylor,0-10-490006-7,333,9865,2636
15/08/2020,1,AParker,1-222-16981-9,113,3439,1923
4/03/2022,9,MSingh,0-14-455253-1,721,5635,1167
10/02/2022,1,CCampbell,0-8312-3788-0,747,6403,2256
26/06/2021,2,DDavenport,1-185-49536-3,336,7095,719
30/01/2023,6,MMoss,0-7799-7870-6,653,5789,6791
27/12/2020,4,CHoward,1-78494-506-4,531,9947,5975
13/04/2021,6,VCruz,1-02-429531-1,189,9919,6495
18/02/2022,5,AGlass,0-17-042471-5,912,8849,6172
17/10/2021,4,NCraig,0-644-08996-2,594,4716,2939
10/07/2020,7,JSteele,0-8283-1641-4,773,4720,5003
12/10/2020,2,DNorris,1-4657-2817-1,425,6755,7380
4/03/2022,8,JPalmer,1-960577-48-4,923,3771,2228
6/02/2022,9,VGuerra,0-571-31680-8,344,9444,7279
6/03/2022,10,STyler,0-7515-7695-6,967,6089,5040
9/07/2020,9,JMueller,0-219-06665-5,738,9544,3426
27/01/2021,8,DJefferson,0-7540-9489-8,771,3831,4792
11/11/2020,7,DTrujillo,1-4975-7169-3,936,5682,3005
11/08/2020,7,JBlack,0-482-40824-3,151,3961,5465
11/09/2022,10,KHamilton,1-58734-546-3,704,8206,7782
13/02/2023,1,NPena,0-06-629692-7,360,4976,2523
27/05/2022,8,JPrice,0-88917-305-2,502,8838,1230
19/04/2021,4,MRich,0-349-22363-7,951,2734,6554
13/01/2020,4,MPatterson,0-261-39647-1,643,1541,6490
31/05/2020,2,FSingleton,0-603-64974-2,922,3222,6566
6/02/2020,2,BStephens,1-363-99486-7,753,8037,3826
8/02/2022,6,MGutierrez,1-08-967299-3,383,9300,5149
27/05/2022,5,RThompson,1-879768-07-0,608,6503,4143
7/04/2021,4,JMann,0-9548485-8-6,202,8500,3066
16/09/2022,6,MPhillipKim,0-524-62964-1,434,7976,2379
13/04/2020,9,KRoman,0-546-52749-3,407,6025,6680
12/08/2021,9,MCarroll,1-70961-704-7,769,2922,2893
29/01/2021,1,DNash,0-218-80719-8,429,5407,593
17/03/2022,8,KJones,1-82430-780-2,630,8111,5529
7/02/2023,7,SEstrada,1-169-10623-4,353,6054,2690
2/08/2021,4,ABryant,0-8354-8622-2,618,5735,4583
26/02/2020,5,ARichardson,0-08-543381-0,563,9313,7822
28/05/2023,4,JRhodes,1-07-491665-4,205,1379,753
25/09/2022,9,DJohnson,1-886468-97-4,466,8636,3728
22/05/2022,7,JTaylor,1-65650-360-3,352,7599,4752
15/11/2021,10,KJones,0-612-01023-6,525,9612,7138
21/01/2022,10,RWhite,0-658-49719-7,239,3363,7644
29/05/2023,2,LBarker,1-69927-273-5,230,2334,5752
8/07/2023,4,JJohnson,1-281-85455-7,981,4890,2327
2/01/2021,9,DGoodwin,0-05-098051-3,751,1390,5358
17/10/2020,4,IRich,1-06-824058-X,174,3310,1881
19/08/2021,9,MMichaelMarquez,0-9502661-1-6,207,4607,6758
31/01/2021,9,TMonroe,1-65848-394-4,462,4674,4614
12/05/2020,9,BHolder,1-65731-727-7,453,6007,6986
12/11/2020,7,AWalsh,0-533-68953-8,205,5901,2823
12/08/2022,4,TAnderson,0-06-847348-6,262,8371,4481
23/02/2021,10,JDavis,1-199-54204-0,580,7069,5429
28/07/2022,2,TBrown,1-297-57068-5,212,9184,6684
29/06/2023,9,SGilbert,0-529-80167-1,366,9202,6107
1/09/2021,10,CSpencer,0-442-01165-2,300,2978,6180
12/06/2023,4,RAbbott,0-293-00178-2,301,4346,4743
20/11/2022,1,BReyes,1-09-646281-8,727,4194,4978
15/10/2022,4,APerez,1-66540-685-2,455,7165,5426
21/07/2020,10,MPowell,0-305-94568-8,666,8854,3818
30/04/2023,3,BMartin,1-132-25682-8,994,7314,4255
5/07/2020,8,MLogan,0-7582-7739-3,404,3978,2902
1/01/2022,2,DBurke,1-75175-768-4,332,9176,4013
23/07/2020,4,JEdwards,0-9686874-6-6,356,3525,749
10/04/2020,2,TWalker,1-4352-0578-2,596,6287,7894
28/11/2022,10,JPorter,0-09-598094-6,921,4790,3249
13/06/2022,8,FMartin,0-493-79393-3,514,7925,4400
1/07/2023,6,LKing,1-59678-652-3,509,5798,5431
16/11/2022,1,NMccormick,1-70331-777-7,205,3695,2795
28/04/2023,7,CProctor,1-71405-829-8,236,1052,5509
2/04/2021,6,CMcmillan,0-453-24649-4,562,1729,2619
14/08/2020,1,JSims,1-928711-45-6,917,6985,5932
11/09/2020,3,MCarter,0-9577442-8-5,789,2584,7430
23/04/2023,7,KBall,0-8401-5068-7,662,4500,1942
27/09/2021,2,PVasquez,1-153-96846-0,297,9643,1586
1/06/2021,1,TBrown,1-61996-128-8,305,4669,4244
17/10/2020,4,LLopez,0-88880-716-3,488,2979,3000
13/02/2022,1,MKelley,1-4043-1504-7,884,5578,3734
11/02/2022,10,ABall,1-4463-1530-4,117,6295,720
20/03/2023,10,LShelton,1-58998-843-4,448,1563,4270
8/04/2023,4,LVega,0-686-90368-4,537,9148,4586
11/01/2023,5,NTownsend,1-72810-298-7,953,2206,1433
20/03/2020,8,DCox,0-516-02528-7,938,1831,6050
2/10/2020,7,TWilliams,1-4361-4527-9,606,6082,4678
14/11/2021,3,TAyers,0-8323-9405-X,782,2084,6888
20/05/2020,5,TSmith,1-880633-77-9,276,6496,5252
18/07/2020,5,GForbes,1-343-80890-1,613,1878,4530
11/03/2022,2,RSullivan,0-8331-6085-0,594,7612,5967
12/02/2020,4,TMartinez,1-57154-414-3,801,3254,5470
24/03/2023,9,MHenryBaileyDVM,0-468-58062-X,386,4228,6320
30/01/2023,2,JMiller,1-280-41270-4,919,8985,3733
8/06/2021,2,MLowery,0-274-66682-0,629,4084,7534
23/01/2023,7,DWebb,0-06-260648-4,470,7364,2067
24/10/2020,4,TRichards,1-346-71482-7,640,5604,4081
5/06/2020,7,KMendez,0-253-13708-X,510,6241,5883
26/10/2020,7,MCarter,0-7807-0356-1,915,5330,2347
13/09/2021,2,BLopez,1-5163-8980-8,646,5547,7248
14/05/2023,6,JPhillips,0-7943-8151-0,405,5864,771
11/03/2020,2,JDavis,1-351-59290-4,269,6386,1393
8/01/2022,7,SLeonard,0-321-37424-X,980,8598,1989
31/01/2023,8,DBallard,1-65091-670-1,480,1890,3939
24/07/2021,9,NMcdonald,1-75975-194-4,670,2955,1091
4/08/2020,5,AMoore,1-82420-686-0,444,7228,5468
